task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
alternative_CRT_using_GPT-2_no_reasoningsmall,2025-01-03T11:59:35,codecarbon,5b33a914-cdfb-433b-b1c5-4a4aa829fae8,683.641583523713,0.013757963771848273,2.012456087881609e-05,100.0,0.0,377.73512077331543,0.018990006913418053,0,0.07173181156233711,0.09072181847575517,Denmark,DNK,,,,Linux-5.15.0-126-generic-x86_64-with-glibc2.39,3.12.3,2.8.2,256,AMD EPYC 7702 64-Core Processor,,,12.0564,55.7123,1007.2936553955078,machine,N
