task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
original_CRT_using_GPT-2_xlarge,2024-12-29T16:28:49,codecarbon,89d032e4-9388-47a6-9507-8a9b701a9227,1498.987422192935,0.030166512489586347,2.0124586587680548e-05,100.0,0.0,377.73512077331543,0.04163855474856165,0,0.1572833871544146,0.19892194190297624,Denmark,DNK,,,,Linux-5.15.0-126-generic-x86_64-with-glibc2.39,3.12.3,2.8.2,256,AMD EPYC 7702 64-Core Processor,,,12.0564,55.7123,1007.2936553955078,machine,N
