task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
original_CRT_using_GPT-2_no_reasoningmedium,2025-01-03T12:40:07,codecarbon,383138d8-269f-4e9f-b1b4-381cb7c6ab4e,552.317578624934,0.011115155846458558,2.0124572253592032e-05,100.0,0.0,377.73512077331543,0.015342153428083597,0,0.057952642789908866,0.07329479621799247,Denmark,DNK,,,,Linux-5.15.0-126-generic-x86_64-with-glibc2.39,3.12.3,2.8.2,256,AMD EPYC 7702 64-Core Processor,,,12.0564,55.7123,1007.2936553955078,machine,N
