task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
original_CRT_using_GPT-2_no_reasoninglarge,2025-01-03T12:53:47,codecarbon,27ff5b66-01ce-4d49-8134-891b1167982f,734.2842100751586,0.01477713584126304,2.012456919747611e-05,100.0,0.0,377.73512077331543,0.02039675625042421,0,0.0770456165900838,0.09744237284050801,Denmark,DNK,,,,Linux-5.15.0-126-generic-x86_64-with-glibc2.39,3.12.3,2.8.2,256,AMD EPYC 7702 64-Core Processor,,,12.0564,55.7123,1007.2936553955078,machine,N
