task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
original_CRT_using_GPT-2_no_reasoningsmall,2025-01-03T11:47:31,codecarbon,a9e772f9-5c47-425e-ba95-0b3177a82d30,207.7895206110552,0.004181982823810565,2.012449534097598e-05,100.0,0.0,377.73512077331543,0.005772373673105095,0,0.021804169840317682,0.02757654351342278,Denmark,DNK,,,,Linux-5.15.0-126-generic-x86_64-with-glibc2.39,3.12.3,2.8.2,256,AMD EPYC 7702 64-Core Processor,,,12.0564,55.7123,1007.2936553955078,machine,N
