task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
alternative_CRT_using_GPT-2_no_reasoninglarge,2025-01-03T13:34:37,codecarbon,3caa1f76-42fe-40cb-a25f-a014ab1889a9,2401.3522180547006,0.04832517248881063,2.0124587303198593e-05,100.0,0.0,377.73512077331543,0.06670277680005206,0,0.25195975197548787,0.3186625287755399,Denmark,DNK,,,,Linux-5.15.0-126-generic-x86_64-with-glibc2.39,3.12.3,2.8.2,256,AMD EPYC 7702 64-Core Processor,,,12.0564,55.7123,1007.2936553955078,machine,N
